frame,cavity_energy_hartree,no_cavity_energy_hartree,delta_cavity_minus_no_cavity_hartree,delta_cavity_minus_no_cavity_kcal_mol,xyz_comment
2520,-436.5041544417,-436.6687970017539,0.16464256005389188,103.31476626782006,Step 2519  E=-436.5041544417  phi=138.730  theta=63.832
2524,-436.4994570747,-436.66509373357195,0.16563665887196066,103.93857269431314,Step 2523  E=-436.4994570747  phi=139.338  theta=63.400
2528,-436.4974138911,-436.6639588499358,0.16654495883580012,104.50853952691357,Step 2527  E=-436.4974138911  phi=140.044  theta=62.942
2532,-436.4887414141,-436.6554107358699,0.16666932176991622,104.58657844629371,Step 2531  E=-436.4887414141  phi=140.576  theta=62.520
2536,-436.4953557657,-436.6619897477427,0.16663398204269697,104.56440243265283,Step 2535  E=-436.4953557657  phi=140.728  theta=62.183
2540,-436.4894894577,-436.65570734821233,0.16621789051231417,104.3033010552602,Step 2539  E=-436.4894894577  phi=140.479  theta=61.885
2544,-436.4979211158,-436.6631928167425,0.16527170094246912,103.70955813592275,Step 2543  E=-436.4979211158  phi=139.961  theta=61.545
2548,-436.4955446185,-436.65970964318456,0.1641650246845643,103.01510829936677,Step 2547  E=-436.4955446185  phi=139.381  theta=61.140
2552,-436.5064583031,-436.6697505901738,0.1632922870738298,102.46745718025969,Step 2551  E=-436.5064583031  phi=138.930  theta=60.692
2556,-436.4992466264,-436.66231086860773,0.16306424220772442,102.32435686626711,Step 2555  E=-436.4992466264  phi=138.682  theta=60.230
2560,-436.5026840141,-436.6664391525053,0.16375513840529266,102.75790077583534,Step 2559  E=-436.5026840141  phi=138.524  theta=59.793
2564,-436.4956620587,-436.65981979597467,0.16415773727464966,103.01053538060395,Step 2563  E=-436.4956620587  phi=138.238  theta=59.403
2568,-436.4982715014,-436.6623566345477,0.1640851331476938,102.96497560308308,Step 2567  E=-436.4982715014  phi=137.736  theta=59.066
2572,-436.4924094491,-436.65685794185185,0.1644484927518306,103.19298719717074,Step 2571  E=-436.4924094491  phi=137.187  theta=58.819
2576,-436.4949243881,-436.66061189289655,0.16568750479655137,103.97047899371131,Step 2575  E=-436.4949243881  phi=136.880  theta=58.685
2580,-436.4927138389,-436.6592809843294,0.16656714542943973,104.52246182461963,Step 2579  E=-436.4927138389  phi=137.042  theta=58.619
2584,-436.4920856843,-436.6581981096606,0.166112425360609,104.23712067338171,Step 2583  E=-436.4920856843  phi=137.748  theta=58.570
2588,-436.4967678006,-436.66255542082644,0.16578762022641058,104.03330237444787,Step 2587  E=-436.4967678006  phi=138.883  theta=58.484
2592,-436.5028134406,-436.6691974590656,0.16638401846557827,104.40754791984014,Step 2591  E=-436.5028134406  phi=140.149  theta=58.297
2596,-436.5060642366,-436.6718288536308,0.16576461703078849,104.01886765126127,Step 2595  E=-436.5060642366  phi=141.151  theta=57.952
2600,-436.5041898549,-436.6675171994465,0.1633273445464738,102.4894560764805,Step 2599  E=-436.5041898549  phi=141.590  theta=57.435
2604,-436.5056928367,-436.66725982620466,0.16156698950464943,101.38481661002096,Step 2603  E=-436.5056928367  phi=141.426  theta=56.794
2608,-436.5025288464,-436.6639390078512,0.16141016145115827,101.28640552065639,Step 2607  E=-436.5025288464  phi=140.911  theta=56.104
2612,-436.4995086966,-436.66045495815433,0.16094626155432934,100.99530394037934,Step 2611  E=-436.4995086966  phi=140.434  theta=55.431
2616,-436.4926133238,-436.6522279861755,0.15961466237547484,100.15971283999349,Step 2615  E=-436.4926133238  phi=140.296  theta=54.800
2620,-436.5027913061,-436.6624719457354,0.1596806396353827,100.2011141956584,Step 2619  E=-436.5027913061  phi=140.518  theta=54.182
2624,-436.5098776578,-436.6711663683772,0.16128871057719607,101.21019394661187,Step 2623  E=-436.5098776578  phi=140.816  theta=53.566
2628,-436.5159651971,-436.6781595527713,0.16219435567131768,101.77849482331195,Step 2627  E=-436.5159651971  phi=140.774  theta=52.972
2632,-436.5066828803,-436.6685020467218,0.1618191664218216,101.54306001468652,Step 2631  E=-436.5066828803  phi=140.132  theta=52.390
2636,-436.5052542861,-436.6672473825692,0.1619930964691889,101.65220276723376,Step 2635  E=-436.5052542861  phi=138.945  theta=51.822
2640,-436.4951124655,-436.65782522922296,0.16271276372299326,102.10380078716896,Step 2639  E=-436.4951124655  phi=137.508  theta=51.277
2644,-436.4961203085,-436.65839369550673,0.162273387006735,101.82808773503416,Step 2643  E=-436.4961203085  phi=136.147  theta=50.730
2648,-436.4889593817,-436.64971140763555,0.16075202593555105,100.87341924939545,Step 2647  E=-436.4889593817  phi=135.082  theta=50.174
2652,-436.5023414245,-436.6625188489879,0.16017742448786976,100.51285139716506,Step 2651  E=-436.5023414245  phi=134.385  theta=49.625
2656,-436.5049558951,-436.66489795740245,0.15994206230243435,100.36515939596815,Step 2655  E=-436.5049558951  phi=134.018  theta=49.051
2660,-436.5130430043,-436.67154988876837,0.15850688446835193,99.46457170811607,Step 2659  E=-436.5130430043  phi=133.855  theta=48.376
2664,-436.5061386741,-436.6627372310224,0.156598556922404,98.26707809341815,Step 2663  E=-436.5061386741  phi=133.724  theta=47.493
2668,-436.5100795059,-436.6660802897196,0.15600078381959293,97.89196980806412,Step 2667  E=-436.5100795059  phi=133.508  theta=46.366
2672,-436.5077371438,-436.66380649416703,0.15606935036703362,97.93499596618695,Step 2671  E=-436.5077371438  phi=133.223  theta=45.129
2676,-436.5139724588,-436.6692592264605,0.15528676766047056,97.44391790358068,Step 2675  E=-436.5139724588  phi=132.988  theta=43.970
2680,-436.5135625113,-436.6678881759689,0.1543256646689315,96.84081667083954,Step 2679  E=-436.5135625113  phi=132.898  theta=43.015
2684,-436.5184366218,-436.67315062365606,0.154714001856064,97.0845019348962,Step 2683  E=-436.5184366218  phi=132.918  theta=42.332
2688,-436.515542023,-436.6708382017744,0.1552961787743925,97.44982346672819,Step 2687  E=-436.5155420230  phi=132.883  theta=41.869
2692,-436.5154399326,-436.6704293700327,0.1549894374327323,97.2573403687496,Step 2691  E=-436.5154399326  phi=132.586  theta=41.449
2696,-436.5156511194,-436.670300142101,0.154649022700994,97.04372689947317,Step 2695  E=-436.5156511194  phi=131.865  theta=40.908
2700,-436.5173873932,-436.6720491087069,0.15466171550690433,97.05169175543433,Step 2699  E=-436.5173873932  phi=130.646  theta=40.161
2704,-436.5155860014,-436.6696049116498,0.1540189102498175,96.6483253666348,Step 2703  E=-436.5155860014  phi=128.949  theta=39.184
2708,-436.5139535749,-436.66666687968075,0.15271330478077516,95.82904556542212,Step 2707  E=-436.5139535749  phi=126.877  theta=38.066
2712,-436.5172313176,-436.66922002369677,0.15198870609674486,95.37435302629945,Step 2711  E=-436.5172313176  phi=124.564  theta=36.927
2716,-436.519481625,-436.67167058463934,0.152188959639318,95.50001402147879,Step 2715  E=-436.5194816250  phi=122.161  theta=35.825
2720,-436.5217642882,-436.67358998325875,0.1518256950587329,95.27206205557007,Step 2719  E=-436.5217642882  phi=119.836  theta=34.832
2724,-436.5217232707,-436.6720176564505,0.1502943857504988,94.31115095693218,Step 2723  E=-436.5217232707  phi=117.756  theta=34.011
2728,-436.5255475647,-436.67503590564115,0.14948834094116137,93.80535020255356,Step 2727  E=-436.5255475647  phi=116.053  theta=33.312
2732,-436.5238552216,-436.6737392567639,0.14988403516389326,94.05365207614985,Step 2731  E=-436.5238552216  phi=114.806  theta=32.608
2736,-436.518998759,-436.66829688741603,0.14929812841603507,93.68599004095134,Step 2735  E=-436.5189987590  phi=114.048  theta=31.826
2740,-436.5156180354,-436.66318912206765,0.14757108666765362,92.60225498173948,Step 2739  E=-436.5156180354  phi=113.775  theta=30.942
2744,-436.5265429974,-436.6734269670598,0.1468839696598252,92.17108254953725,Step 2743  E=-436.5265429974  phi=113.944  theta=29.996
2748,-436.5335632992,-436.68073604313565,0.1471727439356414,92.35229114347763,Step 2747  E=-436.5335632992  phi=114.445  theta=29.020
2752,-436.535844574,-436.68246592654566,0.146621352545651,92.00628782234183,Step 2751  E=-436.5358445740  phi=115.097  theta=28.032
2756,-436.5337589464,-436.6788934822634,0.14513453586340574,91.07329626803786,Step 2755  E=-436.5337589464  phi=115.669  theta=27.073
2760,-436.5289258181,-436.6734292294176,0.1445034113176007,90.67725963623143,Step 2759  E=-436.5289258181  phi=115.933  theta=26.231
2764,-436.5265216549,-436.67167357170854,0.14515191680851558,91.08420297576245,Step 2763  E=-436.5265216549  phi=115.727  theta=154.350
2768,-436.517149118,-436.6623239086785,0.1451747906784817,91.0985565458747,Step 2767  E=-436.5171491180  phi=114.983  theta=154.504
2772,-436.5185387325,-436.6624882374636,0.1439495049635866,90.32967815134384,Step 2771  E=-436.5185387325  phi=113.708  theta=154.249
2776,-436.5223996024,-436.66567120273794,0.14327160033792552,89.9042865762303,Step 2775  E=-436.5223996024  phi=111.960  theta=153.809
2780,-436.5401319853,-436.68419505788745,0.1440630725874712,90.40094291127825,Step 2779  E=-436.5401319853  phi=109.834  theta=153.380
2784,-436.5363755182,-436.6808882047083,0.14451268650833526,90.68307990629111,Step 2783  E=-436.5363755182  phi=107.490  theta=153.186
2788,-436.5366221963,-436.68052989682013,0.14390770052011703,90.30344546700874,Step 2787  E=-436.5366221963  phi=105.145  theta=153.454
2792,-436.5196997256,-436.66321033069835,0.14351060509835634,90.05426432774682,Step 2791  E=-436.5196997256  phi=103.019  theta=154.147
2796,-436.5259435175,-436.6703288631943,0.14438534569427475,90.60317233903322,Step 2795  E=-436.5259435175  phi=101.288  theta=155.094
2800,-436.5187279944,-436.6636291905839,0.14490119618386643,90.9268734084521,Step 2799  E=-436.5187279944  phi=100.061  theta=156.370
2804,-436.5254570633,-436.66942049155756,0.14396342825756392,90.33841515022476,Step 2803  E=-436.5254570633  phi=99.357  theta=157.934
2808,-436.5231202063,-436.66577921048105,0.14265900418104138,89.51987668401087,Step 2807  E=-436.5231202063  phi=99.131  theta=159.471
2812,-436.5361556541,-436.67879274978696,0.1426370956869505,89.50612889640637,Step 2811  E=-436.5361556541  phi=99.329  theta=160.582
2816,-436.5302813618,-436.67344268990496,0.1431613281049522,89.83508970531345,Step 2815  E=-436.5302813618  phi=99.897  theta=160.873
2820,-436.5324262968,-436.6753219714691,0.14289567466909148,89.66838965749344,Step 2819  E=-436.5324262968  phi=100.731  theta=159.868
2824,-436.5280866772,-436.6701137384162,0.14202706121619713,89.12332648650357,Step 2823  E=-436.5280866772  phi=101.647  theta=157.539
2828,-436.528404398,-436.6708481885207,0.14244379052070144,89.38482807319976,Step 2827  E=-436.5284043980  phi=102.411  theta=154.436
2832,-436.5253591805,-436.6693512307417,0.1439920502417067,90.35637571644084,Step 2831  E=-436.5253591805  phi=102.800  theta=150.960
2836,-436.5208774795,-436.665721005574,0.14484352607405526,90.89068486817533,Step 2835  E=-436.5208774795  phi=102.646  theta=147.411
2840,-436.5259491526,-436.67083895583386,0.14488980323386613,90.91972422438938,Step 2839  E=-436.5259491526  phi=101.867  theta=144.258
2844,-436.5236769164,-436.6690184187837,0.14534150238370103,91.20316972033703,Step 2843  E=-436.5236769164  phi=100.475  theta=141.826
2848,-436.5298658816,-436.6762282814919,0.1463623998918706,91.84379257876085,Step 2847  E=-436.5298658816  phi=98.590  theta=140.294
2852,-436.5227955024,-436.6694466487611,0.14665114636108,92.02498372379202,Step 2851  E=-436.5227955024  phi=96.417  theta=139.955
2856,-436.5278609618,-436.67399912962946,0.14613816782946287,91.70308483521129,Step 2855  E=-436.5278609618  phi=94.187  theta=140.806
2860,-436.5250924148,-436.67092708751386,0.14583467271387462,91.51263877484779,Step 2859  E=-436.5250924148  phi=92.120  theta=142.345
2864,-436.5292337987,-436.6756973201277,0.14646352142773367,91.90724730054673,Step 2863  E=-436.5292337987  phi=90.390  theta=144.124
2868,-436.5206934603,-436.6677744910289,0.1470810307289412,92.29474023737653,Step 2867  E=-436.5206934603  phi=89.072  theta=145.931
2872,-436.522216342,-436.6691425951572,0.14692625315723262,92.19761584475692,Step 2871  E=-436.5222163420  phi=88.151  theta=147.486
2876,-436.5254814589,-436.6722864449948,0.1468049860948213,92.12151961420201,Step 2875  E=-436.5254814589  phi=87.630  theta=148.604
2880,-436.5268878735,-436.67493177900593,0.14804390550591506,92.89895328226403,Step 2879  E=-436.5268878735  phi=87.603  theta=149.207
2884,-436.5225617614,-436.6724015914845,0.1498398300844883,94.02591297002154,Step 2883  E=-436.5225617614  phi=88.170  theta=149.054
2888,-436.5197028387,-436.67051583349735,0.15081299479732024,94.63658304714747,Step 2887  E=-436.5197028387  phi=89.276  theta=148.068
2892,-436.5225241342,-436.6741094473658,0.15158531316581048,95.12122014036804,Step 2891  E=-436.5225241342  phi=90.643  theta=146.588
2896,-436.5169529249,-436.66988833028506,0.15293540538505113,95.96841579880042,Step 2895  E=-436.5169529249  phi=91.816  theta=144.989
2900,-436.5154105465,-436.6696103434444,0.1541997969443969,96.7618334812153,Step 2899  E=-436.5154105465  phi=92.302  theta=143.407
2904,-436.5119220723,-436.6662224358966,0.15430036359657606,96.82494000823255,Step 2903  E=-436.5119220723  phi=91.726  theta=141.954
2908,-436.5202765527,-436.67361492385515,0.1533383711551437,96.22128063725665,Step 2907  E=-436.5202765527  phi=89.965  theta=140.726
2912,-436.5275668934,-436.6797228551402,0.1521559617402204,95.47930752717086,Step 2911  E=-436.5275668934  phi=87.245  theta=139.749
2916,-436.5253831845,-436.6769173015459,0.15153411704591235,95.0890940900967,Step 2915  E=-436.5253831845  phi=84.111  theta=139.051
2920,-436.5156824816,-436.66674664300353,0.1510641614035535,94.79419247212711,Step 2919  E=-436.5156824816  phi=81.180  theta=138.674
2924,-436.5121426005,-436.6623812803864,0.1502386798863995,94.27619499944899,Step 2923  E=-436.5121426005  phi=78.814  theta=138.573
2928,-436.5190933493,-436.66925744999065,0.15016410069063113,94.22939584753634,Step 2927  E=-436.5190933493  phi=77.001  theta=138.622
2932,-436.5164508118,-436.668007147873,0.15155633607304253,95.10303674012535,Step 2931  E=-436.5164508118  phi=75.512  theta=138.709
2936,-436.5187904876,-436.6720633482296,0.1532728606296132,96.18017216183542,Step 2935  E=-436.5187904876  phi=74.110  theta=138.748
2940,-436.5188766529,-436.67313368873664,0.15425703583662198,96.79775142837143,Step 2939  E=-436.5188766529  phi=72.750  theta=138.709
2944,-436.5270879815,-436.6824156322758,0.1553276507758028,97.46957244578088,Step 2943  E=-436.5270879815  phi=71.631  theta=138.602
2948,-436.5158207036,-436.67273601135474,0.15691530775472984,98.46584224162,Step 2947  E=-436.5158207036  phi=71.031  theta=138.416
2952,-436.5139398768,-436.67222461550193,0.15828473870192283,99.3251731350588,Step 2951  E=-436.5139398768  phi=71.083  theta=138.146
2956,-436.5075240582,-436.66620708786627,0.15868302966629244,99.57510448863447,Step 2955  E=-436.5075240582  phi=71.691  theta=137.823
2960,-436.5176350038,-436.6763549896156,0.1587199858155941,99.59829482244615,Step 2959  E=-436.5176350038  phi=72.575  theta=137.496
2964,-436.5161699994,-436.67481194187167,0.15864194247166097,99.54932188474055,Step 2963  E=-436.5161699994  phi=73.379  theta=137.224
2968,-436.5186440429,-436.6769019485036,0.1582579056035911,99.30833511163718,Step 2967  E=-436.5186440429  phi=73.744  theta=137.065
2972,-436.5094695279,-436.66664857855176,0.15717905065173454,98.6313434082073,Step 2971  E=-436.5094695279  phi=73.349  theta=137.049
2976,-436.5102605396,-436.66594970089875,0.15568916129876698,97.6964237239144,Step 2975  E=-436.5102605396  phi=72.013  theta=137.175
2980,-436.5112030151,-436.66576585155997,0.15456283645994517,96.98964421668114,Step 2979  E=-436.5112030151  phi=69.830  theta=137.443
2984,-436.5177216944,-436.6719671041615,0.15424540976152912,96.7904559561045,Step 2983  E=-436.5177216944  phi=67.169  theta=137.836
2988,-436.5210520482,-436.6750514649175,0.15399941671751094,96.63609299042946,Step 2987  E=-436.5210520482  phi=64.466  theta=138.306
2992,-436.5206671005,-436.67431278007683,0.15364567957681174,96.41411958331273,Step 2991  E=-436.5206671005  phi=61.973  theta=138.811
2996,-436.5179563429,-436.6720155368574,0.1540591939573801,96.6736037747807,Step 2995  E=-436.5179563429  phi=59.734  theta=139.330
3000,-436.5131864165,-436.6683604953481,0.15517407884811973,97.37320460620963,Step 2999  E=-436.5131864165  phi=57.773  theta=139.846
3004,-436.5118862368,-436.66795874657157,0.15607250977154763,97.9369785224519,Step 3003  E=-436.5118862368  phi=56.203  theta=140.304
3008,-436.5098591263,-436.6661539210863,0.15629479478627673,98.07646447513666,Step 3007  E=-436.5098591263  phi=55.147  theta=140.643
3012,-436.5124811224,-436.6686757170734,0.15619459467342267,98.01358795501854,Step 3011  E=-436.5124811224  phi=54.647  theta=140.837
3016,-436.5123065797,-436.66840325868003,0.15609667898002044,97.95214492974918,Step 3015  E=-436.5123065797  phi=54.649  theta=140.893
3020,-436.5210027065,-436.6767609241947,0.15575821769471077,97.7397572666138,Step 3019  E=-436.5210027065  phi=55.003  theta=140.866
3024,-436.5234382015,-436.67819163032954,0.15475342882950827,97.10924273426612,Step 3023  E=-436.5234382015  phi=55.463  theta=140.860
3028,-436.523286849,-436.67705956092743,0.15377271192744502,96.49383358684761,Step 3027  E=-436.5232868490  phi=55.735  theta=38.987
3032,-436.5107021183,-436.6642429289871,0.15354081068710457,96.34831336148699,Step 3031  E=-436.5107021183  phi=55.565  theta=38.541
3036,-436.5116937488,-436.6653932316847,0.15369948288469004,96.44788166874228,Step 3035  E=-436.5116937488  phi=54.838  theta=37.783
3040,-436.5119180337,-436.66539086099465,0.1534728272946495,96.3056531386425,Step 3039  E=-436.5119180337  phi=53.609  theta=36.798
3044,-436.5168869531,-436.6701549728777,0.1532680197776699,96.17713448137846,Step 3043  E=-436.5168869531  phi=52.065  theta=35.710
3048,-436.51268299,-436.66623673737826,0.15355374737828242,96.35643125776413,Step 3047  E=-436.5126829900  phi=50.406  theta=34.656
3052,-436.5196563205,-436.67376713525005,0.15411081475002675,96.70599631122512,Step 3051  E=-436.5196563205  phi=48.754  theta=33.756
3056,-436.5201514396,-436.67409376673476,0.1539423271347573,96.60026873638125,Step 3055  E=-436.5201514396  phi=47.115  theta=33.027
3060,-436.5191731171,-436.67214437467425,0.15297125757422236,95.99091338717128,Step 3059  E=-436.5191731171  phi=45.430  theta=32.474
3064,-436.5109901736,-436.66322950878293,0.15223933518291233,95.53162515234531,Step 3063  E=-436.5109901736  phi=43.698  theta=32.131
3068,-436.5129336043,-436.66523846568293,0.15230486138295873,95.57274346367379,Step 3067  E=-436.5129336043  phi=42.070  theta=31.971
3072,-436.5128114632,-436.66480845558664,0.15199699238661424,95.37955275169732,Step 3071  E=-436.5128114632  phi=40.801  theta=31.958
3076,-436.5124167799,-436.6633307940475,0.15091401414753136,94.69997364646864,Step 3075  E=-436.5124167799  phi=40.115  theta=32.072
3080,-436.5106176054,-436.66139928490804,0.150781679508043,94.61693240644297,Step 3079  E=-436.5106176054  phi=40.099  theta=32.250
3084,-436.5145329347,-436.66647290702343,0.15193997232341871,95.34377212183045,Step 3083  E=-436.5145329347  phi=40.675  theta=32.415
3088,-436.5194507211,-436.67195402664555,0.15250330554556513,95.69726905578182,Step 3087  E=-436.5194507211  phi=41.604  theta=32.489
3092,-436.5186125641,-436.6707452688835,0.15213270478346885,95.4647135664714,Step 3091  E=-436.5186125641  phi=42.507  theta=32.462
3096,-436.5141574371,-436.6665137888009,0.15235635170091655,95.60505412601483,Step 3095  E=-436.5141574371  phi=43.018  theta=32.432
3100,-436.5154570251,-436.66873129440097,0.15327426930099364,96.18105611647248,Step 3099  E=-436.5154570251  phi=43.012  theta=32.585
3104,-436.5191796473,-436.67283358527555,0.15365393797554816,96.41930180676042,Step 3103  E=-436.5191796473  phi=42.632  theta=33.174
3108,-436.5189183305,-436.67244092002005,0.15352258952003695,96.33687940652358,Step 3107  E=-436.5189183305  phi=42.078  theta=34.347
3112,-436.5161854403,-436.6705547591047,0.1543693188046973,96.86821005461461,Step 3111  E=-436.5161854403  phi=41.447  theta=36.058
3116,-436.5128900802,-436.66930610440465,0.1564160242046455,98.15253708369822,Step 3115  E=-436.5128900802  phi=40.752  theta=38.165
3120,-436.509469162,-436.6668306754644,0.157361513464366,98.74584055179774,Step 3119  E=-436.5094691620  phi=40.012  theta=40.306
3124,-436.5051543361,-436.6616752249597,0.1565208888596885,98.21834064823207,Step 3123  E=-436.5051543361  phi=39.283  theta=42.091
3128,-436.5042252853,-436.6605686755131,0.1563433902131237,98.10695856587928,Step 3127  E=-436.5042252853  phi=38.641  theta=43.447
3132,-436.5099924285,-436.6668927018001,0.1569002733000957,98.4564079788997,Step 3131  E=-436.5099924285  phi=38.171  theta=44.358
3136,-436.5142457192,-436.6701202363736,0.15587451717357226,97.81273629142798,Step 3135  E=-436.5142457192  phi=37.959  theta=44.591
3140,-436.5160655987,-436.67027739366335,0.15421179496337345,96.76936235179309,Step 3139  E=-436.5160655987  phi=38.040  theta=44.085
3144,-436.516645918,-436.6710556788934,0.1544097608934294,96.89358784844491,Step 3143  E=-436.5166459180  phi=38.343  theta=43.164
3148,-436.5165118563,-436.6727594993841,0.15624764308410022,98.0468763353027,Step 3147  E=-436.5165118563  phi=38.727  theta=42.315
3152,-436.5117867619,-436.6693284583614,0.1575416964614078,98.85890708950656,Step 3151  E=-436.5117867619  phi=39.066  theta=42.028
3156,-436.5059764728,-436.6634677050296,0.1574912322295745,98.82724030592985,Step 3155  E=-436.5059764728  phi=39.295  theta=42.557
3160,-436.5072572693,-436.66504905254925,0.1577917832492517,99.0158389182166,Step 3159  E=-436.5072572693  phi=39.398  theta=43.675
3164,-436.5107816747,-436.6697747323351,0.15899305763508664,99.76964997627736,Step 3163  E=-436.5107816747  phi=39.407  theta=45.005
3168,-436.5111459129,-436.67031484125135,0.15916892835133467,99.88001051693327,Step 3167  E=-436.5111459129  phi=39.349  theta=46.590
3172,-436.5101839374,-436.6686752461535,0.15849130875352557,99.45479779949723,Step 3171  E=-436.5101839374  phi=39.193  theta=48.554
3176,-436.5185343991,-436.6776472248791,0.1591128257790615,99.84480562131255,Step 3175  E=-436.5185343991  phi=38.904  theta=50.720
3180,-436.5202686261,-436.6808056168208,0.16053699072080008,100.73848261488202,Step 3179  E=-436.5202686261  phi=38.548  theta=52.809
3184,-436.5099426492,-436.67082593390063,0.16088328470061697,100.95578536802815,Step 3183  E=-436.5099426492  phi=38.271  theta=54.604
3188,-436.4963132279,-436.6575194619979,0.1612062340979037,101.15843917446853,Step 3187  E=-436.4963132279  phi=38.219  theta=55.800
3192,-436.4956811874,-436.6586812494672,0.16300006206716944,102.28408322002215,Step 3191  E=-436.4956811874  phi=38.487  theta=56.297
3196,-436.4975294889,-436.66145215817863,0.16392266927863375,102.86302798605495,Step 3195  E=-436.4975294889  phi=39.072  theta=56.358
3200,-436.4996949614,-436.6628143862521,0.1631194248520842,102.35898449840671,Step 3199  E=-436.4996949614  phi=39.822  theta=56.124
3204,-436.506470923,-436.6695510114171,0.16308008841713217,102.33430051279846,Step 3203  E=-436.5064709230  phi=40.435  theta=55.525
3208,-436.5192347264,-436.68294985331295,0.16371512691296175,102.7327931853263,Step 3207  E=-436.5192347264  phi=40.634  theta=54.787
3212,-436.5173000113,-436.68063564898836,0.16333563768836257,102.49466010158545,Step 3211  E=-436.5173000113  phi=40.375  theta=54.270
3216,-436.5038514426,-436.6668896132028,0.1630381706027606,102.30799668714828,Step 3215  E=-436.5038514426  phi=39.883  theta=54.102
3220,-436.4987930574,-436.66297782291315,0.16418476551314143,103.02749585632478,Step 3219  E=-436.4987930574  phi=39.472  theta=54.322
3224,-436.5021569646,-436.66739734688275,0.16524038228277504,103.68990538024975,Step 3223  E=-436.5021569646  phi=39.352  theta=54.826
3228,-436.4995877394,-436.6641830605779,0.16459532117789877,103.28512342559029,Step 3227  E=-436.4995877394  phi=39.547  theta=55.334
3232,-436.4972360239,-436.66154844672366,0.1643124228236843,103.10760202812385,Step 3231  E=-436.4972360239  phi=39.827  theta=55.734
3236,-436.5035358199,-436.6691411059657,0.1656052860657269,103.9188859611735,Step 3235  E=-436.5035358199  phi=39.792  theta=56.375
3240,-436.5130878925,-436.6792123655124,0.16612447301241673,104.24468068903127,Step 3239  E=-436.5130878925  phi=39.205  theta=57.512
3244,-436.5069782499,-436.6721290447149,0.16515079481490602,103.63368839540462,Step 3243  E=-436.5069782499  phi=38.239  theta=58.990
3248,-436.5027581956,-436.66841172309955,0.16565352749955764,103.94915791794469,Step 3247  E=-436.5027581956  phi=37.353  theta=60.596
3252,-436.4993729099,-436.6677251994622,0.1683522895622218,105.64265668050854,Step 3251  E=-436.4993729099  phi=37.000  theta=62.174
3256,-436.5004367653,-436.6700445020509,0.16960773675094742,106.43046168561973,Step 3255  E=-436.5004367653  phi=37.447  theta=63.545
3260,-436.4917180612,-436.6604042983484,0.1686862371483926,105.8522119546712,Step 3259  E=-436.4917180612  phi=38.705  theta=64.747
3264,-436.4968022774,-436.66614199146443,0.16933971406444925,106.2622749105783,Step 3263  E=-436.4968022774  phi=40.460  theta=65.996
3268,-436.5002745296,-436.6713484512482,0.17107392164820112,107.35050659937467,Step 3267  E=-436.5002745296  phi=42.134  theta=67.291
3272,-436.5022452192,-436.67263022423117,0.17038500503116438,106.91820489534462,Step 3271  E=-436.5022452192  phi=43.160  theta=68.461
3276,-436.4949574591,-436.66348351192994,0.16852605282991817,105.75169477723216,Step 3275  E=-436.4949574591  phi=43.282  theta=69.445
3280,-436.504004088,-436.6731475903015,0.16914350230149466,106.13915017040166,Step 3279  E=-436.5040040880  phi=42.647  theta=70.256
3284,-436.5041472714,-436.6745568048811,0.17040953348111998,106.93359673007583,Step 3283  E=-436.5041472714  phi=41.678  theta=70.794
3288,-436.5008938927,-436.67012290899964,0.1692290162996528,106.19281101441092,Step 3287  E=-436.5008938927  phi=40.812  theta=70.971
3292,-436.4945897082,-436.66236771098244,0.16777800278242694,105.28228628535805,Step 3291  E=-436.4945897082  phi=40.318  theta=70.796
3296,-436.5014341203,-436.6698178272016,0.16838370690157944,105.6623713586053,Step 3295  E=-436.5014341203  phi=40.185  theta=70.278
3300,-436.5018108153,-436.6709452004182,0.16913438511818413,106.13342905149753,Step 3299  E=-436.5018108153  phi=40.096  theta=69.487
3304,-436.4914544773,-436.66004776270495,0.16859328540493834,105.79388385502297,Step 3303  E=-436.4914544773  phi=39.662  theta=68.701
3308,-436.4931167131,-436.6616389087223,0.16852219562230175,105.74927434290943,Step 3307  E=-436.4931167131  phi=38.774  theta=68.152
3312,-436.4966336623,-436.666671109855,0.17003744755498928,106.70010928626328,Step 3311  E=-436.4966336623  phi=37.692  theta=67.814
3316,-436.5014379534,-436.67230207486483,0.170864121464831,107.21885499664972,Step 3315  E=-436.5014379534  phi=36.873  theta=67.663
3320,-436.493112199,-436.66326344336284,0.17015124436284168,106.7715178613088,Step 3319  E=-436.4931121990  phi=36.707  theta=67.735
3324,-436.5067344564,-436.6773208785295,0.1705864221294746,107.04459603277257,Step 3323  E=-436.5067344564  phi=37.353  theta=67.952
3328,-436.5024192909,-436.6737455437909,0.1713262528909354,107.50884684479254,Step 3327  E=-436.5024192909  phi=38.668  theta=68.256
3332,-436.4979098409,-436.66826162776533,0.17035178686535346,106.89736018158726,Step 3331  E=-436.4979098409  phi=40.233  theta=68.623
3336,-436.4869782852,-436.65665141775287,0.16967313255287308,106.47149817089205,Step 3335  E=-436.4869782852  phi=41.584  theta=68.832
3340,-436.501134335,-436.67173534901235,0.17060101401233396,107.05375257751125,Step 3339  E=-436.5011343350  phi=42.533  theta=68.650
3344,-436.497459135,-436.66800966329384,0.17055052829385886,107.02207231086324,Step 3343  E=-436.4974591350  phi=43.202  theta=68.092
3348,-436.4941551386,-436.66380156402266,0.16964642542268393,106.45473919367332,Step 3347  E=-436.4941551386  phi=43.809  theta=67.259
